institution,institute_id,experiment_id,source,model_id,forcing,parent_experiment_id,parent_experiment_rip,branch_time,contact,history,comment,initialization_method,physics_version,tracking_id,product,experiment,frequency,creation_date,Conventions,project_id,table_id,title,parent_experiment,modeling_realm,realization,cmor_version,collection,references,acknowledgements,cesm_casename,cesm_repotag,cesm_compset,resolution,forcing_note,processed_by,processing_code_information,gfdl_experiment_name,branch_time_YMDH,CCCma_runid,CCCma_parent_runid,CCCma_data_licence,version_number,notes,mo_runid,nco_openmp_thread_number,CDI,CDO
"MRI (Meteorological Research Institute, Tsukuba, Japan)",MRI,historical,"MRI-CGCM3 2011 atmosphere: GSMUV (gsmuv-110112, TL159L48); ocean: MRI.COM3 (MRICOM-3_0-20101116, 1x0.5L51); sea ice: MRI.COM3; land: HAL (HAL_cmip5_v0.31_04); aerosol: MASINGAR-mk2 (masingar_mk2-20110111_0203, TL95L48)",MRI-CGCM3,"GHG, SA, Oz, LU, Sl, Vl, BC, OC (GHG includes CO2, CH4, N2O, CFC-11, CFC-12, and HCFC-22)",piControl,r1i1p1,58074.0,Seiji Yukimoto (yukimoto@mri-jma.go.jp),Output from /sharex2/cmip5/historical/run-C3_historical03/grads/sfc_avr_mon.ctl 2011-05-13T17:38:39Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,4c1bbcee-5172-40b6-a684-161b5f7246a2,output,historical,mon,2011-05-13T17:38:39Z,CF-1.4,CMIP5,Table Amon (27 April 2011) a5a1c518f52ae340313ba0aada03f862,MRI-CGCM3 model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.5.9,anth,"Model described by Yukimoto et al. (Technical Report of the Meteorological Research Institute, 2011, 64, 83pp.)",,,,,,,,,,,,,,,,,,,
"MRI (Meteorological Research Institute, Tsukuba, Japan)",MRI,historical,"MRI-CGCM3 2011 atmosphere: GSMUV (gsmuv-101124, TL159L48); ocean: MRI.COM3 (MRICOM-3_0-20101116, 1x0.5L51); sea ice: MRI.COM3; land: HAL (HAL_cmip5_v0.31_01); aerosol: MASINGAR-mk2 (masingar_mk2-20101111, TL95L48)",MRI-CGCM3,"GHG, SA, Oz, LU, Sl, Vl, BC, OC (GHG includes CO2, CH4, N2O, CFC-11, CFC-12, and HCFC-22)",piControl,r1i1p1,14245.0,Seiji Yukimoto (yukimoto@mri-jma.go.jp),Output from /sharex2/cmip5/historical/run-C_historical01/grads/sfc_avr_mon.ctl 2011-05-17T02:15:26Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,ae78a3f3-30fa-478f-93af-0f3881f969a4,output,historical,mon,2011-05-17T02:15:26Z,CF-1.4,CMIP5,Table Amon (27 April 2011) a5a1c518f52ae340313ba0aada03f862,MRI-CGCM3 model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.5.9,anth,"Model described by Yukimoto et al. (Technical Report of the Meteorological Research Institute, 2011, 64, 83pp.)",,,,,,,,,,,,,,,,,,,
"MRI (Meteorological Research Institute, Tsukuba, Japan)",MRI,historical,"MRI-CGCM3 2011 atmosphere: GSMUV (gsmuv-101124, TL159L48); ocean: MRI.COM3 (MRICOM-3_0-20101116, 1x0.5L51); sea ice: MRI.COM3; land: HAL (HAL_cmip5_v0.31_01); aerosol: MASINGAR-mk2 (masingar_mk2-20101111, TL95L48)",MRI-CGCM3,"GHG, SA, Oz, LU, Sl, Vl, BC, OC (GHG includes CO2, CH4, N2O, CFC-11, CFC-12, and HCFC-22)",piControl,r1i1p1,25201.0,Seiji Yukimoto (yukimoto@mri-jma.go.jp),Output from /sharex2/cmip5/historical/run-C_historical02/grads/sfc_avr_mon.ctl 2011-05-19T01:34:07Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,bfdce171-aaae-49e6-9436-2eddc0453fa5,output,historical,mon,2011-05-19T01:34:07Z,CF-1.4,CMIP5,Table Amon (27 April 2011) a5a1c518f52ae340313ba0aada03f862,MRI-CGCM3 model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.5.9,anth,"Model described by Yukimoto et al. (Technical Report of the Meteorological Research Institute, 2011, 64, 83pp.)",,,,,,,,,,,,,,,,,,,
"MRI (Meteorological Research Institute, Tsukuba, Japan)",MRI,historical,"MRI-ESM1 2011 atmosphere: GSMUV (gsmuv-110120oc, TL159L48); ocean: MRI.COM3 (MRICOM-3_0-20101222, 1x0.5L51); sea ice: MRI.COM3; land: HAL (HAL_cmip5_v0.31_04); aerosol: MASINGAR-mk2 (masingar_mk2-20110111_1121, TL95L48); ozone: MRI-CCM2 (ccm2-101129, T42L48)",MRI-ESM1,"GHG, SA, Oz, LU, Sl, Vl, BC, OC (GHG includes CO2, CH4, N2O, CFC-11, CFC-12, and HCFC-22)",esmControl,r1i1p1,365.0,Seiji Yukimoto (yukimoto@mri-jma.go.jp),Output from /shares/sx03/cmip5/ESM/run-E9_historical_01D1/grads/sfc_avr_mon.ctl 2013-02-22T05:43:41Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,"The run has started from 1851 with initial conditions taken from 1851-01-01T00:00:00Z of esmControl, in which atmospheric CO2 concentration is about 288 ppm.",1,1,8d7035bd-9c32-445e-81f2-61c1067be58b,output,historical,mon,2013-02-22T05:43:41Z,CF-1.4,CMIP5,Table Amon (01 February 2012) 81f919710c21dca8a1753166d5bac090,MRI-ESM1 model output prepared for CMIP5 historical,ESM pre-industrial control,atmos,1,2.8.1,anth,"Model described by Yukimoto et al. (Technical Report of the Meteorological Research Institute, 2011, 64, 83pp.)",,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh135f9a Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,2410.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-04-12T14:27:26Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,f8d45b41-e94a-45cb-a248-1bca028fa256,output,historical,mon,2011-04-12T14:27:26Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh137Tcadf9a Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,2490.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-10-17T19:44:07Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,27d652d1-db8d-49d3-861c-573727fd1e54,output,historical,mon,2011-10-17T19:44:07Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh134Tcadif9a Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,2490.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-03-10T18:37:02Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,e9441c78-501c-4109-b599-c44255fda6e6,output,historical,mon,2012-03-10T18:37:02Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh135f9b Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,2430.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-04-13T14:54:31Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,1eaaaf35-9d52-4447-a330-f8b2a3cbbef9,output,historical,mon,2011-04-13T14:54:31Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh137Tcadf9b Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,2510.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-10-20T16:38:12Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,d263bf87-ab10-46cf-8ee6-188625e2cd83,output,historical,mon,2011-10-20T16:38:12Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh134Tcadif9b Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,2510.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-03-11T02:02:01Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,012fb3ab-606b-4965-b820-197a29a69916,output,historical,mon,2012-03-11T02:02:01Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh135f9c Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,2450.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-04-14T15:38:39Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,5fe7fef6-daf4-4ee8-b806-87eb553a984a,output,historical,mon,2011-04-14T15:38:39Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh137Tcadf9c Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,2530.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-10-21T14:34:30Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,c461fb17-4c5c-473e-a8f4-eaa8a601731b,output,historical,mon,2011-10-21T14:34:30Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh134Tcadif9c Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,2530.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-03-11T21:11:12Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,40aed8a9-7a13-4db3-ba23-9ac24b7d9217,output,historical,mon,2012-03-11T21:11:12Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh135f9d Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,2470.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-04-15T15:27:28Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,4e4e9c05-77e2-4885-b196-e6427e86f445,output,historical,mon,2011-04-15T15:27:28Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh137Tcadf9d Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,2550.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-10-24T14:25:28Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,e7fdcec3-f840-409d-9482-fbed3ba65ade,output,historical,mon,2011-10-24T14:25:28Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh134Tcadif9d Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,2550.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-03-12T12:20:34Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,6661b9af-a804-40f7-8ee2-ad6afaa45e08,output,historical,mon,2012-03-12T12:20:34Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,4,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh135f9e Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,2490.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-04-18T14:29:56Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,ef601786-823f-470d-ba93-3b916ddd0b16,output,historical,mon,2011-04-18T14:29:56Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh137Tcadf9e Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,2570.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-10-25T16:14:59Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,4b324b32-4e06-45d0-8540-7610d4c7d8b7,output,historical,mon,2011-10-25T16:14:59Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh134Tcadif9e Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,2570.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-03-12T19:02:06Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,6b8eaeff-05e1-43a2-a74c-c869c743074b,output,historical,mon,2012-03-12T19:02:06Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,5,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh135f9f Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes BC on snow - Nitrate aerosols)",piControl,r1i1p1,2510.0,Kenneth Lo (cdkkl@giss.nasa.gov),2013-03-12T18:29:20Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,d59465bc-876b-4624-89a9-a7e3da7626e0,output,historical,mon,2013-03-12T18:29:20Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,6,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh137Tcadf9f Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes BC on snow - Nitrate aerosols)",piControl,r1i1p2,2590.0,Kenneth Lo (cdkkl@giss.nasa.gov),2014-08-22T19:34:31Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,b4ceb215-e2fa-4238-b1c8-389d6595c07a,output,historical,mon,2014-08-22T19:34:31Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,6,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-Eh134Tcadif9f Atmosphere: GISS-E2; Ocean: H,GISS-E2-H,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes BC on snow - Nitrate aerosols)",piControl,r1i1p3,2590.0,Kenneth Lo (cdkkl@giss.nasa.gov),2013-03-13T13:20:53Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,62013e54-c453-44af-965d-0b85e676db2b,output,historical,mon,2013-03-13T13:20:53Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-H model output prepared for CMIP5 historical,pre-industrial control,atmos,6,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-H-CC-E4arobio_h8Tr Atmosphere: GISS-E2; Ocean: H,GISS-E2-H-CC,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,2081.0,Kenneth Lo (cdkkl@giss.nasa.gov),2012-07-18T19:59:49Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,84706058-558c-44f9-8456-882068cc03e0,output,historical,mon,2012-07-18T19:59:49Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 2515019193f1c55327ceb0119627a708,GISS-E2-H-CC model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.7,anth,http://data.giss.nasa.gov/modelE/ar5,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E135f9aF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,3981.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-03-17T13:50:12Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,b3b0d838-c748-43f7-a093-fb4c4615a54f,output,historical,mon,2011-03-17T13:50:12Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E137Tcadf9aF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,3590.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-07-26T19:44:27Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,f512e34e-db31-4c98-8e09-13787afe92cc,output,historical,mon,2011-07-26T19:44:27Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E134Tcadif9aF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,3560.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-08-08T13:16:51Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,ced6e7f9-2df8-47e4-9e40-355e680b9f49,output,historical,mon,2011-08-08T13:16:51Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,1,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E135f9bF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,4001.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-03-30T12:52:29Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,e3d40270-e087-4280-8d59-e55d81ac2253,output,historical,mon,2011-03-30T12:52:29Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E137Tcadf9bF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,3610.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-07-27T19:15:10Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,343917e4-fda3-4a2c-96de-2f74c3cd8220,output,historical,mon,2011-07-27T19:15:10Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E134Tcadif9bF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p3,3580.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-08-09T14:20:37Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,3,cf85b355-9cd9-41c5-ba91-8b240edcc4c6,output,historical,mon,2011-08-09T14:20:37Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,2,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E135f9cF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p1,4021.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-04-04T15:52:46Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,1,9fb5c26f-cf7e-43a5-9381-07ce85933883,output,historical,mon,2011-04-04T15:52:46Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
"NASA/GISS (Goddard Institute for Space Studies) New York, NY",NASA-GISS,historical,GISS-E2-R-E137Tcadf9cF40oQ32 Atmosphere: GISS-E2; Ocean: R,GISS-E2-R,"GHG, LU, Sl, Vl, BC, OC, SA, Oz (also includes orbital change - BC on snow - Nitrate aerosols)",piControl,r1i1p2,3630.0,Kenneth Lo (cdkkl@giss.nasa.gov),2011-07-28T17:42:25Z CMOR rewrote data to comply with CF standards and CMIP5 requirements.,,1,2,a51977dc-74b9-450b-bf23-222fb29c9ec0,output,historical,mon,2011-07-28T17:42:25Z,CF-1.4,CMIP5,Table Amon (31 January 2011) 53b766a395ac41696af40aab76a49ae5,GISS-E2-R model output prepared for CMIP5 historical,pre-industrial control,atmos,3,2.5.7,anth,www.giss.nasa.gov/research/modeling,,,,,,,,,,,,,,,,,,,
